order_id,order_date,customer_id,customer_segment,country,product_category,product_name,unit_price,quantity,total_amount,discount_applied,net_amount,payment_method,order_status
71,2023-01-03 22:00:00,1241,Consumer,South Africa,Sports,Sneakers,178.6,1,178.6,5,169.67,Bank Transfer,Completed
72,2023-01-03 23:00:00,3041,Consumer,Nigeria,Beauty,Treadmill,701.49,5,3507.45,5,3332.08,Card,Completed
73,2023-01-04 00:00:00,3824,Consumer,Nigeria,Electronics,Smartphone,874.05,3,2622.15,15,2228.83,Mobile Money,Completed
74,2023-01-04 01:00:00,4417,Consumer,Kenya,Fashion,Laptop,1061.2,4,4244.8,10,3820.32,Bank Transfer,Completed
75,2023-01-04 02:00:00,3612,Small Business,South Africa,Home & Living,Treadmill,622.09,3,1866.27,0,1866.27,Bank Transfer,Cancelled
76,2023-01-04 03:00:00,3945,Small Business,South Africa,Fashion,Skincare Kit,1105.97,2,2211.94,15,1880.15,Card,Completed
77,2023-01-04 04:00:00,2363,Consumer,South Africa,Sports,Sneakers,205.71,5,1028.55,5,977.12,Card,Completed
78,2023-01-04 05:00:00,3139,Small Business,Nigeria,Beauty,Sneakers,983.63,1,983.63,15,836.09,Bank Transfer,Completed
79,2023-01-04 06:00:00,2390,Small Business,South Africa,Sports,Treadmill,1241.25,5,6206.25,10,5585.62,Bank Transfer,Returned
80,2023-01-04 07:00:00,4003,Corporate,South Africa,Fashion,Laptop,1335.27,2,2670.54,10,2403.49,Card,Completed
81,2023-01-04 08:00:00,2478,Consumer,Ghana,Beauty,Laptop,873.55,5,4367.75,10,3930.98,Card,Completed
82,2023-01-04 09:00:00,4499,Small Business,Kenya,Sports,Laptop,476.21,2,952.42,0,952.42,Card,Completed
83,2023-01-04 10:00:00,3556,Small Business,South Africa,Electronics,Laptop,253.4,3,760.2,0,760.2,Mobile Money,Completed
84,2023-01-04 11:00:00,1775,Consumer,South Africa,Electronics,Blender,524.88,1,524.88,0,524.88,Card,Cancelled
85,2023-01-04 12:00:00,1034,Corporate,Kenya,Home & Living,Sneakers,814.56,2,1629.12,5,1547.66,Card,Returned
86,2023-01-04 13:00:00,3253,Consumer,Kenya,Electronics,Smartphone,302.53,2,605.06,10,544.55,Card,Completed
87,2023-01-04 14:00:00,4152,Corporate,Nigeria,Electronics,Sneakers,1429.25,3,4287.75,10,3858.98,Mobile Money,Completed
88,2023-01-04 15:00:00,2955,Consumer,Nigeria,Fashion,Sneakers,1346.73,2,2693.46,0,2693.46,Mobile Money,Completed
89,2023-01-04 16:00:00,2585,Consumer,Nigeria,Electronics,Sneakers,59.11,1,59.11,15,50.24,Card,Completed
90,2023-01-04 17:00:00,4943,Consumer,Kenya,Electronics,Laptop,847.32,4,3389.28,15,2880.89,Card,Completed
91,2023-01-04 18:00:00,4459,Consumer,Ghana,Fashion,Laptop,1186.07,5,5930.35,5,5633.83,Mobile Money,Completed
92,2023-01-04 19:00:00,4073,Corporate,South Africa,Electronics,Blender,375.63,2,751.26,15,638.57,Mobile Money,Completed
93,2023-01-04 20:00:00,2021,Corporate,Kenya,Electronics,Treadmill,790.61,5,3953.05,5,3755.4,Bank Transfer,Cancelled
94,2023-01-04 21:00:00,4461,Small Business,Ghana,Home & Living,Sneakers,614.93,5,3074.65,15,2613.45,Mobile Money,Completed
95,2023-01-04 22:00:00,3613,Consumer,Kenya,Electronics,Skincare Kit,302.85,4,1211.4,15,1029.69,Mobile Money,Cancelled
96,2023-01-04 23:00:00,2129,Corporate,Ghana,Electronics,Treadmill,925.96,2,1851.92,15,1574.13,Card,Cancelled
97,2023-01-05 00:00:00,4843,Corporate,Kenya,Home & Living,Blender,1490.6,1,1490.6,10,1341.54,Card,Returned
98,2023-01-05 01:00:00,4893,Corporate,Kenya,Fashion,Laptop,554.28,2,1108.56,0,1108.56,Card,Completed
99,2023-01-05 02:00:00,2500,Consumer,Ghana,Electronics,Sneakers,833.04,5,4165.2,10,3748.68,Mobile Money,Completed
100,2023-01-05 03:00:00,1702,Small Business,Ghana,Sports,Laptop,498.5,3,1495.5,0,1495.5,Bank Transfer,Completed
101,2023-01-05 04:00:00,3449,Corporate,Ghana,Fashion,Treadmill,1316.65,4,5266.6,15,4476.61,Card,Completed
102,2023-01-05 05:00:00,3777,Consumer,Ghana,Fashion,Smartphone,1298.26,1,1298.26,0,1298.26,Bank Transfer,Completed
103,2023-01-05 06:00:00,2579,Corporate,Ghana,Electronics,Laptop,276.37,1,276.37,10,248.73,Bank Transfer,Completed
104,2023-01-05 07:00:00,1161,Corporate,Ghana,Home & Living,Laptop,1350.92,5,6754.6,0,6754.6,Mobile Money,Completed
105,2023-01-05 08:00:00,1201,Small Business,Ghana,Fashion,Blender,235.75,1,235.75,0,235.75,Mobile Money,Completed
106,2023-01-05 09:00:00,2981,Corporate,Ghana,Home & Living,Smartphone,152.21,5,761.05,0,761.05,Card,Cancelled
107,2023-01-05 10:00:00,1995,Corporate,Kenya,Sports,Treadmill,982.87,1,982.87,15,835.44,Mobile Money,Completed
108,2023-01-05 11:00:00,3317,Consumer,Ghana,Home & Living,Skincare Kit,585.0,1,585.0,0,585.0,Bank Transfer,Completed
109,2023-01-05 12:00:00,4934,Consumer,Ghana,Beauty,Skincare Kit,800.8,5,4004.0,15,3403.4,Mobile Money,Completed
110,2023-01-05 13:00:00,1815,Small Business,Kenya,Home & Living,Skincare Kit,982.33,4,3929.32,15,3339.92,Mobile Money,Completed
111,2023-01-05 14:00:00,4342,Consumer,Kenya,Fashion,Sneakers,88.73,1,88.73,5,84.29,Bank Transfer,Completed
112,2023-01-05 15:00:00,1455,Consumer,Nigeria,Home & Living,Skincare Kit,446.5,2,893.0,0,893.0,Mobile Money,Completed
113,2023-01-05 16:00:00,4533,Small Business,Nigeria,Home & Living,Sneakers,696.75,3,2090.25,15,1776.71,Mobile Money,Cancelled
114,2023-01-05 17:00:00,4798,Corporate,Ghana,Beauty,Treadmill,407.22,5,2036.1,0,2036.1,Card,Returned
115,2023-01-05 18:00:00,2275,Small Business,Ghana,Beauty,Treadmill,82.97,1,82.97,0,82.97,Bank Transfer,Completed
116,2023-01-05 19:00:00,2016,Consumer,Nigeria,Electronics,Laptop,139.15,4,556.6,10,500.94,Mobile Money,Completed
117,2023-01-05 20:00:00,4773,Small Business,Nigeria,Fashion,Skincare Kit,1204.6,2,2409.2,5,2288.74,Bank Transfer,Completed
118,2023-01-05 21:00:00,3343,Corporate,South Africa,Electronics,Blender,1367.97,5,6839.85,0,6839.85,Mobile Money,Completed
119,2023-01-05 22:00:00,4796,Small Business,South Africa,Beauty,Treadmill,236.83,2,473.66,0,473.66,Card,Completed
120,2023-01-05 23:00:00,3767,Consumer,Ghana,Home & Living,Smartphone,381.4,3,1144.2,15,972.57,Mobile Money,Returned
121,2023-01-06 00:00:00,4820,Consumer,South Africa,Beauty,Smartphone,981.85,4,3927.4,15,3338.29,Mobile Money,Completed
122,2023-01-06 01:00:00,1337,Small Business,Nigeria,Sports,Treadmill,1431.86,5,7159.3,10,6443.37,Bank Transfer,Completed
123,2023-01-06 02:00:00,1878,Corporate,Ghana,Home & Living,Laptop,456.39,5,2281.95,5,2167.85,Mobile Money,Completed
124,2023-01-06 03:00:00,2076,Small Business,Kenya,Electronics,Smartphone,1284.27,1,1284.27,5,1220.06,Bank Transfer,Completed
125,2023-01-06 04:00:00,1791,Corporate,Kenya,Home & Living,Smartphone,763.98,2,1527.96,5,1451.56,Card,Cancelled
126,2023-01-06 05:00:00,4993,Corporate,Nigeria,Sports,Laptop,1435.27,5,7176.35,0,7176.35,Bank Transfer,Returned
127,2023-01-06 06:00:00,3264,Small Business,South Africa,Beauty,Laptop,213.03,2,426.06,5,404.76,Mobile Money,Completed
128,2023-01-06 07:00:00,1763,Corporate,Kenya,Fashion,Laptop,1460.77,3,4382.31,10,3944.08,Bank Transfer,Completed
129,2023-01-06 08:00:00,3235,Consumer,South Africa,Fashion,Blender,667.06,1,667.06,10,600.35,Card,Completed
130,2023-01-06 09:00:00,1379,Small Business,Kenya,Fashion,Laptop,1429.88,3,4289.64,0,4289.64,Mobile Money,Completed
131,2023-01-06 10:00:00,1492,Corporate,South Africa,Beauty,Laptop,693.45,1,693.45,0,693.45,Card,Completed
132,2023-01-06 11:00:00,4112,Consumer,Kenya,Fashion,Laptop,799.82,1,799.82,0,799.82,Card,Completed
133,2023-01-06 12:00:00,2180,Small Business,Kenya,Sports,Treadmill,1209.11,2,2418.22,15,2055.49,Mobile Money,Completed
134,2023-01-06 13:00:00,3062,Consumer,Ghana,Beauty,Skincare Kit,1086.72,1,1086.72,0,1086.72,Mobile Money,Completed
135,2023-01-06 14:00:00,4884,Consumer,Ghana,Fashion,Treadmill,933.21,3,2799.63,10,2519.67,Bank Transfer,Completed
136,2023-01-06 15:00:00,1064,Consumer,Nigeria,Electronics,Skincare Kit,631.3,3,1893.9,0,1893.9,Mobile Money,Completed
137,2023-01-06 16:00:00,4928,Corporate,Kenya,Beauty,Blender,1190.73,3,3572.19,15,3036.36,Bank Transfer,Completed
138,2023-01-06 17:00:00,4910,Small Business,South Africa,Beauty,Blender,1422.86,2,2845.72,0,2845.72,Card,Completed
139,2023-01-06 18:00:00,3568,Small Business,Kenya,Home & Living,Smartphone,24.62,2,49.24,15,41.85,Bank Transfer,Completed
140,2023-01-06 19:00:00,2367,Corporate,South Africa,Fashion,Treadmill,885.89,4,3543.56,15,3012.03,Mobile Money,Completed
141,2023-01-06 20:00:00,2152,Small Business,South Africa,Electronics,Skincare Kit,1300.31,5,6501.55,15,5526.32,Bank Transfer,Completed
142,2023-01-06 21:00:00,3027,Consumer,Kenya,Sports,Blender,983.14,4,3932.56,0,3932.56,Mobile Money,Returned
143,2023-01-06 22:00:00,3695,Small Business,South Africa,Beauty,Blender,1203.24,4,4812.96,0,4812.96,Card,Completed
144,2023-01-06 23:00:00,2495,Corporate,Nigeria,Sports,Treadmill,1343.64,1,1343.64,10,1209.28,Bank Transfer,Cancelled
145,2023-01-07 00:00:00,4134,Consumer,Ghana,Sports,Smartphone,1128.92,1,1128.92,5,1072.47,Bank Transfer,Completed
146,2023-01-07 01:00:00,2162,Corporate,South Africa,Sports,Laptop,1078.36,4,4313.44,0,4313.44,Bank Transfer,Completed
147,2023-01-07 02:00:00,2522,Consumer,Kenya,Home & Living,Sneakers,1447.47,5,7237.35,10,6513.62,Bank Transfer,Completed
148,2023-01-07 03:00:00,3640,Consumer,Ghana,Sports,Smartphone,1296.89,4,5187.56,5,4928.18,Card,Completed
149,2023-01-07 04:00:00,1391,Small Business,Nigeria,Fashion,Sneakers,1224.91,2,2449.82,10,2204.84,Mobile Money,Completed
150,2023-01-07 05:00:00,2698,Consumer,South Africa,Fashion,Smartphone,138.74,3,416.22,5,395.41,Bank Transfer,Cancelled
151,2023-01-07 06:00:00,1418,Corporate,South Africa,Electronics,Smartphone,366.15,4,1464.6,10,1318.14,Card,Returned
152,2023-01-07 07:00:00,3336,Small Business,Ghana,Electronics,Laptop,839.57,1,839.57,0,839.57,Mobile Money,Completed
153,2023-01-07 08:00:00,1378,Corporate,South Africa,Sports,Blender,1067.24,5,5336.2,5,5069.39,Card,Completed
154,2023-01-07 09:00:00,2796,Consumer,Kenya,Sports,Skincare Kit,461.79,1,461.79,15,392.52,Bank Transfer,Completed
155,2023-01-07 10:00:00,4561,Corporate,Ghana,Home & Living,Smartphone,149.06,2,298.12,10,268.31,Bank Transfer,Completed
156,2023-01-07 11:00:00,3278,Corporate,Ghana,Sports,Laptop,473.54,1,473.54,0,473.54,Card,Completed
157,2023-01-07 12:00:00,4065,Consumer,South Africa,Sports,Sneakers,1158.83,1,1158.83,0,1158.83,Bank Transfer,Completed
158,2023-01-07 13:00:00,3088,Small Business,Nigeria,Sports,Treadmill,1317.33,5,6586.65,5,6257.32,Bank Transfer,Completed
159,2023-01-07 14:00:00,4099,Corporate,Nigeria,Beauty,Treadmill,1370.23,5,6851.15,10,6166.04,Card,Completed
160,2023-01-07 15:00:00,3182,Consumer,Nigeria,Beauty,Blender,574.51,1,574.51,0,574.51,Mobile Money,Returned
161,2023-01-07 16:00:00,1200,Small Business,Nigeria,Home & Living,Treadmill,565.08,1,565.08,15,480.32,Card,Completed
162,2023-01-07 17:00:00,2863,Small Business,Ghana,Home & Living,Smartphone,615.99,4,2463.96,10,2217.56,Card,Completed
163,2023-01-07 18:00:00,1779,Small Business,Ghana,Fashion,Sneakers,569.96,2,1139.92,0,1139.92,Bank Transfer,Completed
164,2023-01-07 19:00:00,3977,Corporate,South Africa,Home & Living,Smartphone,1002.63,4,4010.52,0,4010.52,Mobile Money,Completed
165,2023-01-07 20:00:00,4104,Corporate,Nigeria,Fashion,Treadmill,543.9,5,2719.5,15,2311.57,Bank Transfer,Cancelled
166,2023-01-07 21:00:00,4119,Corporate,Nigeria,Sports,Skincare Kit,40.31,4,161.24,0,161.24,Card,Completed
167,2023-01-07 22:00:00,1502,Small Business,South Africa,Home & Living,Treadmill,664.15,4,2656.6,5,2523.77,Mobile Money,Returned
168,2023-01-07 23:00:00,3454,Corporate,South Africa,Home & Living,Skincare Kit,343.99,1,343.99,10,309.59,Mobile Money,Completed
169,2023-01-08 00:00:00,4645,Consumer,South Africa,Home & Living,Treadmill,52.92,1,52.92,5,50.27,Bank Transfer,Completed
170,2023-01-08 01:00:00,2751,Corporate,Kenya,Fashion,Blender,711.56,2,1423.12,5,1351.96,Mobile Money,Returned
171,2023-01-08 02:00:00,1804,Corporate,South Africa,Fashion,Sneakers,316.87,3,950.61,15,808.02,Card,Completed
172,2023-01-08 03:00:00,3146,Small Business,South Africa,Electronics,Skincare Kit,684.59,3,2053.77,5,1951.08,Mobile Money,Completed
173,2023-01-08 04:00:00,3731,Corporate,Kenya,Fashion,Laptop,423.85,4,1695.4,5,1610.63,Card,Completed
174,2023-01-08 05:00:00,2895,Consumer,Nigeria,Fashion,Blender,909.53,2,1819.06,5,1728.11,Card,Cancelled
175,2023-01-08 06:00:00,3773,Small Business,Ghana,Beauty,Smartphone,1486.41,2,2972.82,0,2972.82,Card,Completed
176,2023-01-08 07:00:00,2570,Consumer,Nigeria,Home & Living,Treadmill,825.38,5,4126.9,15,3507.86,Bank Transfer,Cancelled
177,2023-01-08 08:00:00,1960,Small Business,Ghana,Fashion,Sneakers,973.87,1,973.87,0,973.87,Bank Transfer,Returned
178,2023-01-08 09:00:00,4810,Small Business,Ghana,Home & Living,Sneakers,1379.72,5,6898.6,0,6898.6,Bank Transfer,Returned
179,2023-01-08 10:00:00,3660,Corporate,South Africa,Home & Living,Treadmill,567.26,3,1701.78,5,1616.69,Mobile Money,Cancelled
180,2023-01-08 11:00:00,2485,Consumer,South Africa,Beauty,Laptop,258.16,2,516.32,0,516.32,Mobile Money,Completed
181,2023-01-08 12:00:00,3690,Small Business,Kenya,Home & Living,Skincare Kit,431.37,3,1294.11,0,1294.11,Mobile Money,Completed
182,2023-01-08 13:00:00,4840,Corporate,Nigeria,Fashion,Treadmill,610.16,1,610.16,0,610.16,Bank Transfer,Completed
183,2023-01-08 14:00:00,2028,Small Business,Nigeria,Home & Living,Sneakers,971.08,1,971.08,5,922.53,Card,Completed
184,2023-01-08 15:00:00,4289,Small Business,Ghana,Electronics,Laptop,16.84,1,16.84,10,15.16,Card,Returned
185,2023-01-08 16:00:00,1502,Small Business,South Africa,Electronics,Laptop,1281.54,3,3844.62,10,3460.16,Bank Transfer,Cancelled
186,2023-01-08 17:00:00,3814,Small Business,South Africa,Beauty,Smartphone,123.38,2,246.76,0,246.76,Card,Completed
187,2023-01-08 18:00:00,1397,Small Business,Nigeria,Fashion,Laptop,1351.98,5,6759.9,5,6421.9,Card,Completed
188,2023-01-08 19:00:00,1870,Small Business,Kenya,Beauty,Blender,1424.66,2,2849.32,15,2421.92,Bank Transfer,Completed
189,2023-01-08 20:00:00,3842,Corporate,South Africa,Electronics,Sneakers,1485.25,2,2970.5,10,2673.45,Card,Completed
190,2023-01-08 21:00:00,1392,Small Business,Kenya,Fashion,Blender,1216.17,4,4864.68,0,4864.68,Bank Transfer,Completed
191,2023-01-08 22:00:00,1206,Consumer,Nigeria,Home & Living,Laptop,221.36,2,442.72,5,420.58,Mobile Money,Completed
192,2023-01-08 23:00:00,2038,Corporate,Nigeria,Fashion,Laptop,1062.19,5,5310.95,10,4779.85,Card,Cancelled
193,2023-01-09 00:00:00,2881,Consumer,Kenya,Sports,Blender,312.95,4,1251.8,10,1126.62,Bank Transfer,Completed
194,2023-01-09 01:00:00,4625,Small Business,South Africa,Fashion,Smartphone,1346.72,2,2693.44,5,2558.77,Mobile Money,Completed
195,2023-01-09 02:00:00,3939,Consumer,Nigeria,Home & Living,Laptop,481.74,4,1926.96,10,1734.26,Card,Completed
196,2023-01-09 03:00:00,2484,Small Business,Ghana,Sports,Blender,496.93,2,993.86,0,993.86,Mobile Money,Completed
197,2023-01-09 04:00:00,4762,Small Business,Nigeria,Beauty,Blender,1377.3,1,1377.3,0,1377.3,Card,Completed
198,2023-01-09 05:00:00,4646,Corporate,South Africa,Fashion,Sneakers,29.71,1,29.71,5,28.22,Mobile Money,Completed
199,2023-01-09 06:00:00,1863,Corporate,Ghana,Beauty,Smartphone,299.01,2,598.02,5,568.12,Mobile Money,Cancelled
200,2023-01-09 07:00:00,3790,Small Business,Nigeria,Fashion,Skincare Kit,638.68,4,2554.72,15,2171.51,Card,Completed
201,2023-01-09 08:00:00,4312,Corporate,South Africa,Electronics,Blender,1054.08,5,5270.4,15,4479.84,Bank Transfer,Completed
202,2023-01-09 09:00:00,1563,Consumer,South Africa,Electronics,Sneakers,974.87,1,974.87,0,974.87,Mobile Money,Completed
203,2023-01-09 10:00:00,2020,Corporate,Nigeria,Home & Living,Skincare Kit,1007.42,4,4029.68,5,3828.2,Bank Transfer,Completed
204,2023-01-09 11:00:00,1095,Corporate,South Africa,Electronics,Sneakers,1321.23,5,6606.15,15,5615.23,Mobile Money,Completed
205,2023-01-09 12:00:00,2923,Consumer,Kenya,Sports,Sneakers,190.34,4,761.36,15,647.16,Mobile Money,Completed
206,2023-01-09 13:00:00,2757,Corporate,Ghana,Sports,Treadmill,788.02,2,1576.04,10,1418.44,Card,Completed
